Listing Name,Check-in Date,Check-out Date,Booked Date,Average Daily Rate,Rental Revenue,Total Revenue,Currency,Booking Source,Booking Status,Length of Stay (Days),Booking Window (Days),Reservation ID,Listing ID,Unit ID,PMS,Property Name,BR Count,Group,Sub-Group,Tags,City,Sync Price
Casa VIP Medellín 4 - Private Room,19 oct 2023,09 nov 2023,15 sep 2023,$ 20.43,$ 429.00,$ 439.00,USD,Airbnb,Booked,21,34,HMNTTA9K24,839e14b6-b389-4dba-b8e4-bf203f7687b6,839e14b6-b389-4dba-b8e4-bf203f7687b6,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 2 - Private Room,27 oct 2023,27 nov 2023,13 sep 2023,$ 18.66,$ 578.50,$ 588.50,USD,Airbnb,Booked,31,44,HMKTNQMKYH,5b3be724-13b4-4256-b706-f463679b25ae,5b3be724-13b4-4256-b706-f463679b25ae,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 3 - Private Room,15 sep 2023,23 sep 2023,13 sep 2023,$ 17.21,$ 137.70,$ 147.70,USD,Airbnb,Booked,8,2,HM5YD5ZZPM,561cb290-e338-4065-a524-dc4ad75d0d69,561cb290-e338-4065-a524-dc4ad75d0d69,Hospitable,,1,NA,NA,,Medellín,Off
OASIS 201 - Balcony | Tub | 500M,12 sep 2023,25 sep 2023,10 sep 2023,$ 49.43,$ 642.60,$ 667.60,USD,Airbnb,Booked,13,2,HM38N5YBDE,9fa010e4-9b94-4b9b-b6de-1792596bb063,9fa010e4-9b94-4b9b-b6de-1792596bb063,Hospitable,,1,NA,NA,,Medellín,On
Casa VIP Medellín 3 - Private Room,13 nov 2023,23 dic 2023,09 sep 2023,$ 18.18,$ 727.00,$ 737.00,USD,Airbnb,Booked,40,65,HM8DCHFSAP,561cb290-e338-4065-a524-dc4ad75d0d69,561cb290-e338-4065-a524-dc4ad75d0d69,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 3 - Private Room,08 oct 2023,12 nov 2023,08 sep 2023,$ 17.37,$ 608.00,$ 618.00,USD,Airbnb,Booked,35,30,HMFY8NFDNR,561cb290-e338-4065-a524-dc4ad75d0d69,561cb290-e338-4065-a524-dc4ad75d0d69,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 6 - Private Room + Bathroom,21 oct 2023,18 nov 2023,07 sep 2023,$ 20.25,$ 567.00,$ 577.00,USD,Airbnb,Booked,28,44,HMZTCB2P9N,04d23bd1-f965-4e4d-b06e-41d58980ff78,04d23bd1-f965-4e4d-b06e-41d58980ff78,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 2 - Private Room,13 sep 2023,27 oct 2023,29 ago 2023,$ 13.42,$ 590.50,$ 680.20,USD,Airbnb,Booked,44,15,HM43KDPAB5,5b3be724-13b4-4256-b706-f463679b25ae,5b3be724-13b4-4256-b706-f463679b25ae,Hospitable,,1,NA,NA,,Medellín,Off
OASIS 201 - Balcony | Tub | 500M,26 ago 2023,08 sep 2023,26 ago 2023,$ 46.75,$ 607.75,$ 627.75,USD,Airbnb,Booked,13,0,HMWTAKKSEW,9fa010e4-9b94-4b9b-b6de-1792596bb063,9fa010e4-9b94-4b9b-b6de-1792596bb063,Hospitable,,1,NA,NA,,Medellín,On
Casa VIP Medellín 5 - Private Room + Bathroom,11 sep 2023,11 oct 2023,23 ago 2023,$ 13.32,$ 399.50,$ 409.50,USD,Airbnb,Booked,30,19,HM9YXHQWJN,adc37858-a5d4-4f6b-85fd-fbd1f55445d0,adc37858-a5d4-4f6b-85fd-fbd1f55445d0,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 1 - Private Room + Bathroom,16 ago 2023,13 sep 2023,02 ago 2023,$ 14.77,$ 413.50,$ 423.50,USD,Airbnb,Booked,28,14,HMDNTB3XHY,81289b93-6954-4545-863d-a3f9e23b96cd,81289b93-6954-4545-863d-a3f9e23b96cd,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 6 - Private Room + Bathroom,30 ago 2023,27 sep 2023,27 jul 2023,$ 13.64,$ 382.00,$ 392.00,USD,Airbnb,Booked,28,34,HMWZN8H99Z,04d23bd1-f965-4e4d-b06e-41d58980ff78,04d23bd1-f965-4e4d-b06e-41d58980ff78,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 4 - Private Room,01 sep 2023,15 oct 2023,24 jul 2023,$ 13.73,$ 604.00,$ 614.00,USD,Airbnb,Booked,44,39,HMF2FS29CP,839e14b6-b389-4dba-b8e4-bf203f7687b6,839e14b6-b389-4dba-b8e4-bf203f7687b6,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 5 - Private Room + Bathroom,07 ago 2023,04 sep 2023,23 jul 2023,$ 13.68,$ 383.00,$ 393.00,USD,Airbnb,Booked,28,15,HMZXDNMP5Q,adc37858-a5d4-4f6b-85fd-fbd1f55445d0,adc37858-a5d4-4f6b-85fd-fbd1f55445d0,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 4 - Private Room,25 jul 2023,29 jul 2023,20 jul 2023,$ 24.50,$ 98.00,$ 108.00,USD,Airbnb,Booked,4,5,HM8X4ZFHTR,839e14b6-b389-4dba-b8e4-bf203f7687b6,839e14b6-b389-4dba-b8e4-bf203f7687b6,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 2 - Private Room,13 ago 2023,10 sep 2023,18 jul 2023,$ 13.96,$ 391.00,$ 401.00,USD,Airbnb,Booked,28,26,HMXWXPQA9D,5b3be724-13b4-4256-b706-f463679b25ae,5b3be724-13b4-4256-b706-f463679b25ae,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 4 - Private Room,17 jul 2023,21 jul 2023,17 jul 2023,$ 19.00,$ 76.00,$ 86.00,USD,Airbnb,Booked,4,0,HMFQX24AJ3,839e14b6-b389-4dba-b8e4-bf203f7687b6,839e14b6-b389-4dba-b8e4-bf203f7687b6,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 6 - Private Room + Bathroom,19 jul 2023,21 jul 2023,15 jul 2023,$ 21.00,$ 42.00,$ 52.00,USD,Airbnb,Booked,2,4,HMQ8FJKE2S,04d23bd1-f965-4e4d-b06e-41d58980ff78,04d23bd1-f965-4e4d-b06e-41d58980ff78,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 5 - Private Room + Bathroom,18 jul 2023,01 ago 2023,13 jul 2023,$ 18.95,$ 265.30,$ 275.30,USD,Airbnb,Booked,14,5,HMF2J4RXEE,adc37858-a5d4-4f6b-85fd-fbd1f55445d0,adc37858-a5d4-4f6b-85fd-fbd1f55445d0,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 4 - Private Room,01 ago 2023,01 sep 2023,08 jul 2023,$ 15.06,$ 467.00,$ 477.00,USD,Airbnb,Booked,31,24,HMPKT4RQQM,839e14b6-b389-4dba-b8e4-bf203f7687b6,839e14b6-b389-4dba-b8e4-bf203f7687b6,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 2 - Private Room,05 jul 2023,07 jul 2023,04 jul 2023,$ 20.50,$ 41.00,$ 41.00,USD,Airbnb,Booked,2,1,HMEPM5DFN3,5b3be724-13b4-4256-b706-f463679b25ae,5b3be724-13b4-4256-b706-f463679b25ae,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 2 - Private Room,09 jul 2023,09 ago 2023,03 jul 2023,$ 14.77,$ 458.00,$ 468.00,USD,Airbnb,Booked,31,6,HMKHT9KQ84,5b3be724-13b4-4256-b706-f463679b25ae,5b3be724-13b4-4256-b706-f463679b25ae,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 2 - Private Room,28 jun 2023,05 jul 2023,19 jun 2023,$ 60.43,$ 423.00,$ 433.00,USD,Airbnb,Booked,7,9,HMWWRPRT3X,5b3be724-13b4-4256-b706-f463679b25ae,5b3be724-13b4-4256-b706-f463679b25ae,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 3 - Private Room,07 jul 2023,04 ago 2023,16 jun 2023,$ 15.61,$ 437.00,$ 437.00,USD,Airbnb,Booked,28,21,HM88M83RTE,561cb290-e338-4065-a524-dc4ad75d0d69,561cb290-e338-4065-a524-dc4ad75d0d69,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 4 - Private Room,16 jun 2023,19 jun 2023,07 jun 2023,$ 27.67,$ 83.00,$ 93.00,USD,Airbnb,Booked,3,9,HMW4RREDFS,839e14b6-b389-4dba-b8e4-bf203f7687b6,839e14b6-b389-4dba-b8e4-bf203f7687b6,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 2 - Private Room,19 may 2023,26 may 2023,19 may 2023,$ 13.71,$ 96.00,$ 106.00,USD,Airbnb,Booked,7,0,HMHW5ZXZQA,5b3be724-13b4-4256-b706-f463679b25ae,5b3be724-13b4-4256-b706-f463679b25ae,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 4 - Private Room,19 jun 2023,17 jul 2023,18 may 2023,$ 14.70,$ 411.50,$ 421.50,USD,Airbnb,Booked,28,32,HM28JD83FT,839e14b6-b389-4dba-b8e4-bf203f7687b6,839e14b6-b389-4dba-b8e4-bf203f7687b6,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 3 - Private Room,07 jun 2023,07 jul 2023,08 may 2023,$ 14.50,$ 435.00,$ 445.00,USD,Airbnb,Booked,30,30,HMYQ2FNQB2,561cb290-e338-4065-a524-dc4ad75d0d69,561cb290-e338-4065-a524-dc4ad75d0d69,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 2 - Private Room,28 may 2023,28 jun 2023,05 may 2023,$ 13.44,$ 416.50,$ 426.50,USD,Airbnb,Booked,31,23,HMXXNBXCSY,5b3be724-13b4-4256-b706-f463679b25ae,5b3be724-13b4-4256-b706-f463679b25ae,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 6 - Private Room + Bathroom,04 may 2023,19 may 2023,04 may 2023,$ 14.93,$ 224.00,$ 234.00,USD,Airbnb,Booked,15,0,HMB4CXPDJB,04d23bd1-f965-4e4d-b06e-41d58980ff78,04d23bd1-f965-4e4d-b06e-41d58980ff78,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 3 - Private Room,07 may 2023,07 jun 2023,02 may 2023,$ 12.00,$ 372.00,$ 382.00,USD,Airbnb,Booked,31,5,HMSJM2B2Y8,561cb290-e338-4065-a524-dc4ad75d0d69,561cb290-e338-4065-a524-dc4ad75d0d69,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 2 - Private Room,26 abr 2023,30 abr 2023,25 abr 2023,$ 20.50,$ 82.00,$ 92.00,USD,Airbnb,Booked,4,1,HMKCDXPDPQ,5b3be724-13b4-4256-b706-f463679b25ae,5b3be724-13b4-4256-b706-f463679b25ae,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 5 - Private Room + Bathroom,01 may 2023,30 jun 2023,23 abr 2023,$ 13.72,$ 823.00,$ 833.00,USD,Airbnb,Booked,60,8,HM5E2KWXSW,adc37858-a5d4-4f6b-85fd-fbd1f55445d0,adc37858-a5d4-4f6b-85fd-fbd1f55445d0,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 4 - Private Room,15 may 2023,15 jun 2023,22 abr 2023,$ 13.60,$ 421.50,$ 421.50,USD,Airbnb,Booked,31,23,HMQJRAJ45P,839e14b6-b389-4dba-b8e4-bf203f7687b6,839e14b6-b389-4dba-b8e4-bf203f7687b6,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 6 - Private Room + Bathroom,21 may 2023,02 jul 2023,12 abr 2023,$ 15.07,$ 633.00,$ 633.00,USD,Airbnb,Booked,42,39,HMPKKJZCDX,04d23bd1-f965-4e4d-b06e-41d58980ff78,04d23bd1-f965-4e4d-b06e-41d58980ff78,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 3 - Private Room,13 abr 2023,22 abr 2023,10 abr 2023,$ 17.28,$ 155.55,$ 155.55,USD,Airbnb,Booked,9,3,HMK2P3SJ4Y,561cb290-e338-4065-a524-dc4ad75d0d69,561cb290-e338-4065-a524-dc4ad75d0d69,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 4 - Private Room,17 abr 2023,15 may 2023,10 abr 2023,$ 12.55,$ 351.50,$ 351.50,USD,Airbnb,Booked,28,7,HMYQM54ZZM,839e14b6-b389-4dba-b8e4-bf203f7687b6,839e14b6-b389-4dba-b8e4-bf203f7687b6,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 3 - Private Room,06 abr 2023,10 abr 2023,03 abr 2023,$ 20.00,$ 80.00,$ 80.00,USD,Airbnb,Booked,4,3,HMWPQTD38E,561cb290-e338-4065-a524-dc4ad75d0d69,561cb290-e338-4065-a524-dc4ad75d0d69,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 4 - Private Room,30 mar 2023,16 abr 2023,28 mar 2023,$ 14.82,$ 252.00,$ 252.00,USD,Airbnb,Booked,17,2,HM8YWBAC42,839e14b6-b389-4dba-b8e4-bf203f7687b6,839e14b6-b389-4dba-b8e4-bf203f7687b6,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 3 - Private Room,25 abr 2023,03 may 2023,24 mar 2023,$ 16.15,$ 129.20,$ 129.20,USD,Airbnb,Booked,8,32,HM2C2SZZC4,561cb290-e338-4065-a524-dc4ad75d0d69,561cb290-e338-4065-a524-dc4ad75d0d69,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 3 - Private Room,28 feb 2023,03 mar 2023,27 feb 2023,$ 20.00,$ 60.00,$ 60.00,USD,Airbnb,Booked,3,1,HMA4EE5RN3,561cb290-e338-4065-a524-dc4ad75d0d69,561cb290-e338-4065-a524-dc4ad75d0d69,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 3 - Private Room,05 mar 2023,04 abr 2023,25 feb 2023,$ 12.82,$ 384.50,$ 384.50,USD,Airbnb,Booked,30,8,HMSCFPKMD4,561cb290-e338-4065-a524-dc4ad75d0d69,561cb290-e338-4065-a524-dc4ad75d0d69,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 2 - Private Room,05 may 2023,19 may 2023,21 feb 2023,$ 20.15,$ 282.10,$ 282.10,USD,Airbnb,Booked,14,73,HMCBHDSWEK,5b3be724-13b4-4256-b706-f463679b25ae,5b3be724-13b4-4256-b706-f463679b25ae,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 2 - Private Room,23 mar 2023,25 abr 2023,05 feb 2023,$ 14.12,$ 466.00,$ 466.00,USD,Airbnb,Booked,33,46,HMDH3DQWN2,5b3be724-13b4-4256-b706-f463679b25ae,5b3be724-13b4-4256-b706-f463679b25ae,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 2 - Private Room,01 feb 2023,18 feb 2023,26 ene 2023,$ 20.12,$ 342.00,$ 342.00,USD,Airbnb,Booked,17,6,HM33TZFHK2,5b3be724-13b4-4256-b706-f463679b25ae,5b3be724-13b4-4256-b706-f463679b25ae,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 3 - Private Room,24 ene 2023,27 ene 2023,24 ene 2023,$ 22.67,$ 68.00,$ 68.00,USD,Airbnb,Booked,3,0,HMC43EE8AC,561cb290-e338-4065-a524-dc4ad75d0d69,561cb290-e338-4065-a524-dc4ad75d0d69,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 2 - Private Room,22 feb 2023,22 mar 2023,14 ene 2023,$ 14.36,$ 402.00,$ 402.00,USD,Airbnb,Booked,28,39,HMZ4JYXJSC,5b3be724-13b4-4256-b706-f463679b25ae,5b3be724-13b4-4256-b706-f463679b25ae,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 2 - Private Room,27 dic 2022,30 dic 2022,27 dic 2022,$ 21.33,$ 64.00,$ 64.00,USD,Airbnb,Booked,3,0,HMPW48KQ3E,5b3be724-13b4-4256-b706-f463679b25ae,5b3be724-13b4-4256-b706-f463679b25ae,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 2 - Private Room,15 dic 2022,16 dic 2022,15 dic 2022,$ 18.00,$ 18.00,$ 18.00,USD,Airbnb,Booked,1,0,HMNPY4R84X,5b3be724-13b4-4256-b706-f463679b25ae,5b3be724-13b4-4256-b706-f463679b25ae,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 2 - Private Room,17 dic 2022,24 dic 2022,14 dic 2022,$ 22.34,$ 156.40,$ 156.40,USD,Airbnb,Booked,7,3,HM3BQQ35KF,5b3be724-13b4-4256-b706-f463679b25ae,5b3be724-13b4-4256-b706-f463679b25ae,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 6 - Private Room + Bathroom,12 dic 2022,19 dic 2022,10 dic 2022,$ 22.14,$ 155.00,$ 155.00,USD,Airbnb,Booked,7,2,HMKQFWCC2S,04d23bd1-f965-4e4d-b06e-41d58980ff78,04d23bd1-f965-4e4d-b06e-41d58980ff78,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 2 - Private Room,07 dic 2022,14 dic 2022,01 dic 2022,$ 21.98,$ 153.85,$ 153.85,USD,Airbnb,Booked,7,6,HM4SX3Y8BA,5b3be724-13b4-4256-b706-f463679b25ae,5b3be724-13b4-4256-b706-f463679b25ae,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 2 - Private Room,01 ene 2023,29 ene 2023,30 nov 2022,$ 16.64,$ 466.00,$ 466.00,USD,Airbnb,Booked,28,32,HMZAJ33JKH,5b3be724-13b4-4256-b706-f463679b25ae,5b3be724-13b4-4256-b706-f463679b25ae,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 6 - Private Room + Bathroom,07 dic 2022,10 dic 2022,28 nov 2022,$ 25.67,$ 77.00,$ 77.00,USD,Airbnb,Booked,3,9,HMA94FF2AZ,04d23bd1-f965-4e4d-b06e-41d58980ff78,04d23bd1-f965-4e4d-b06e-41d58980ff78,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 2 - Private Room,01 dic 2022,04 dic 2022,28 nov 2022,$ 21.00,$ 63.00,$ 63.00,USD,Airbnb,Booked,3,3,HMDN8EW94Y,5b3be724-13b4-4256-b706-f463679b25ae,5b3be724-13b4-4256-b706-f463679b25ae,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 3 - Private Room,25 nov 2022,23 dic 2022,22 nov 2022,$ 14.46,$ 405.00,$ 405.00,USD,Airbnb,Booked,28,3,HMTDRWWM2B,561cb290-e338-4065-a524-dc4ad75d0d69,561cb290-e338-4065-a524-dc4ad75d0d69,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 6 - Private Room + Bathroom,25 nov 2022,30 nov 2022,18 nov 2022,$ 24.40,$ 122.00,$ 122.00,USD,Airbnb,Booked,5,7,HMPWTD3FWW,04d23bd1-f965-4e4d-b06e-41d58980ff78,04d23bd1-f965-4e4d-b06e-41d58980ff78,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 3 - Private Room,09 nov 2022,16 nov 2022,06 nov 2022,$ 19.16,$ 134.10,$ 134.10,USD,Airbnb,Booked,7,3,HM4XMQ9BFS,561cb290-e338-4065-a524-dc4ad75d0d69,561cb290-e338-4065-a524-dc4ad75d0d69,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 3 - Private Room,03 nov 2022,06 nov 2022,01 nov 2022,$ 20.00,$ 60.00,$ 60.00,USD,Airbnb,Booked,3,2,HMYNYQCPZA,561cb290-e338-4065-a524-dc4ad75d0d69,561cb290-e338-4065-a524-dc4ad75d0d69,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 2 - Private Room,01 nov 2022,01 dic 2022,25 oct 2022,$ 16.24,$ 487.20,$ 487.20,USD,Airbnb,Booked,30,7,HMZCEJ8AJP,5b3be724-13b4-4256-b706-f463679b25ae,5b3be724-13b4-4256-b706-f463679b25ae,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 2 - Private Room,25 oct 2022,28 oct 2022,25 oct 2022,$ 18.00,$ 54.00,$ 54.00,USD,Airbnb,Booked,3,0,HMXMJ5R4FH,5b3be724-13b4-4256-b706-f463679b25ae,5b3be724-13b4-4256-b706-f463679b25ae,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 6 - Private Room + Bathroom,22 oct 2022,18 nov 2022,18 oct 2022,$ 13.81,$ 373.00,$ 373.00,USD,Airbnb,Booked,27,4,HMAJTBSTZX,04d23bd1-f965-4e4d-b06e-41d58980ff78,04d23bd1-f965-4e4d-b06e-41d58980ff78,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 6 - Private Room + Bathroom,18 nov 2022,20 nov 2022,10 oct 2022,$ 42.00,$ 84.00,$ 84.00,USD,Airbnb,Booked,2,39,HMFSBNZDYF,04d23bd1-f965-4e4d-b06e-41d58980ff78,04d23bd1-f965-4e4d-b06e-41d58980ff78,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 2 - Private Room,30 sep 2022,02 oct 2022,30 sep 2022,$ 23.00,$ 46.00,$ 46.00,USD,Airbnb,Booked,2,0,HMM2RAA53C,5b3be724-13b4-4256-b706-f463679b25ae,5b3be724-13b4-4256-b706-f463679b25ae,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 2 - Private Room,05 oct 2022,21 oct 2022,21 sep 2022,$ 22.78,$ 364.50,$ 364.50,USD,Airbnb,Booked,16,14,HMNEPKZNB8,5b3be724-13b4-4256-b706-f463679b25ae,5b3be724-13b4-4256-b706-f463679b25ae,Hospitable,,1,NA,NA,,Medellín,Off
Casa VIP Medellín 3 - Private Room,25 sep 2022,01 nov 2022,20 sep 2022,$ 12.62,$ 467.00,$ 467.00,USD,Airbnb,Booked,37,5,HMJ2Y2NHR9,561cb290-e338-4065-a524-dc4ad75d0d69,561cb290-e338-4065-a524-dc4ad75d0d69,Hospitable,,1,NA,NA,,Medellín,Off
